DDI-DrugBank.d456.s0|DDI-DrugBank.d456.s0.e0|DDI-DrugBank.d456.s0.e1|effect
DDI-DrugBank.d666.s2|DDI-DrugBank.d666.s2.e1|DDI-DrugBank.d666.s2.e3|effect
DDI-DrugBank.d666.s2|DDI-DrugBank.d666.s2.e1|DDI-DrugBank.d666.s2.e4|effect
DDI-DrugBank.d666.s2|DDI-DrugBank.d666.s2.e2|DDI-DrugBank.d666.s2.e3|effect
DDI-DrugBank.d666.s2|DDI-DrugBank.d666.s2.e2|DDI-DrugBank.d666.s2.e4|effect
DDI-DrugBank.d666.s2|DDI-DrugBank.d666.s2.e3|DDI-DrugBank.d666.s2.e4|effect
DDI-DrugBank.d666.s3|DDI-DrugBank.d666.s3.e0|DDI-DrugBank.d666.s3.e1|effect
DDI-MedLine.d123.s2|DDI-MedLine.d123.s2.e0|DDI-MedLine.d123.s2.e1|effect
DDI-DrugBank.d304.s0|DDI-DrugBank.d304.s0.e0|DDI-DrugBank.d304.s0.e1|effect
DDI-DrugBank.d304.s0|DDI-DrugBank.d304.s0.e0|DDI-DrugBank.d304.s0.e2|effect
DDI-DrugBank.d304.s0|DDI-DrugBank.d304.s0.e0|DDI-DrugBank.d304.s0.e3|effect
DDI-DrugBank.d304.s0|DDI-DrugBank.d304.s0.e1|DDI-DrugBank.d304.s0.e2|effect
DDI-DrugBank.d304.s0|DDI-DrugBank.d304.s0.e1|DDI-DrugBank.d304.s0.e3|effect
DDI-DrugBank.d304.s0|DDI-DrugBank.d304.s0.e2|DDI-DrugBank.d304.s0.e3|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e0|DDI-DrugBank.d257.s0.e1|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e0|DDI-DrugBank.d257.s0.e2|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e0|DDI-DrugBank.d257.s0.e3|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e0|DDI-DrugBank.d257.s0.e4|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e0|DDI-DrugBank.d257.s0.e5|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e0|DDI-DrugBank.d257.s0.e6|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e0|DDI-DrugBank.d257.s0.e7|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e0|DDI-DrugBank.d257.s0.e8|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e0|DDI-DrugBank.d257.s0.e9|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e0|DDI-DrugBank.d257.s0.e10|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e0|DDI-DrugBank.d257.s0.e11|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e0|DDI-DrugBank.d257.s0.e12|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e1|DDI-DrugBank.d257.s0.e2|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e1|DDI-DrugBank.d257.s0.e3|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e1|DDI-DrugBank.d257.s0.e4|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e1|DDI-DrugBank.d257.s0.e5|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e1|DDI-DrugBank.d257.s0.e6|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e1|DDI-DrugBank.d257.s0.e7|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e1|DDI-DrugBank.d257.s0.e8|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e1|DDI-DrugBank.d257.s0.e9|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e1|DDI-DrugBank.d257.s0.e10|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e1|DDI-DrugBank.d257.s0.e11|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e1|DDI-DrugBank.d257.s0.e12|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e2|DDI-DrugBank.d257.s0.e3|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e2|DDI-DrugBank.d257.s0.e4|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e2|DDI-DrugBank.d257.s0.e5|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e2|DDI-DrugBank.d257.s0.e6|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e2|DDI-DrugBank.d257.s0.e7|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e2|DDI-DrugBank.d257.s0.e8|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e2|DDI-DrugBank.d257.s0.e9|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e2|DDI-DrugBank.d257.s0.e10|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e2|DDI-DrugBank.d257.s0.e11|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e2|DDI-DrugBank.d257.s0.e12|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e3|DDI-DrugBank.d257.s0.e4|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e3|DDI-DrugBank.d257.s0.e5|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e3|DDI-DrugBank.d257.s0.e6|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e3|DDI-DrugBank.d257.s0.e7|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e3|DDI-DrugBank.d257.s0.e8|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e3|DDI-DrugBank.d257.s0.e9|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e3|DDI-DrugBank.d257.s0.e10|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e3|DDI-DrugBank.d257.s0.e11|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e3|DDI-DrugBank.d257.s0.e12|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e4|DDI-DrugBank.d257.s0.e5|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e4|DDI-DrugBank.d257.s0.e6|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e4|DDI-DrugBank.d257.s0.e7|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e4|DDI-DrugBank.d257.s0.e8|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e4|DDI-DrugBank.d257.s0.e9|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e4|DDI-DrugBank.d257.s0.e10|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e4|DDI-DrugBank.d257.s0.e11|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e4|DDI-DrugBank.d257.s0.e12|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e5|DDI-DrugBank.d257.s0.e6|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e5|DDI-DrugBank.d257.s0.e7|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e5|DDI-DrugBank.d257.s0.e8|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e5|DDI-DrugBank.d257.s0.e9|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e5|DDI-DrugBank.d257.s0.e10|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e5|DDI-DrugBank.d257.s0.e11|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e5|DDI-DrugBank.d257.s0.e12|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e6|DDI-DrugBank.d257.s0.e7|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e6|DDI-DrugBank.d257.s0.e8|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e6|DDI-DrugBank.d257.s0.e9|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e6|DDI-DrugBank.d257.s0.e10|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e6|DDI-DrugBank.d257.s0.e11|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e6|DDI-DrugBank.d257.s0.e12|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e7|DDI-DrugBank.d257.s0.e8|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e7|DDI-DrugBank.d257.s0.e9|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e7|DDI-DrugBank.d257.s0.e10|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e7|DDI-DrugBank.d257.s0.e11|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e7|DDI-DrugBank.d257.s0.e12|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e8|DDI-DrugBank.d257.s0.e9|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e8|DDI-DrugBank.d257.s0.e10|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e8|DDI-DrugBank.d257.s0.e11|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e8|DDI-DrugBank.d257.s0.e12|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e9|DDI-DrugBank.d257.s0.e10|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e9|DDI-DrugBank.d257.s0.e11|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e9|DDI-DrugBank.d257.s0.e12|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e10|DDI-DrugBank.d257.s0.e11|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e10|DDI-DrugBank.d257.s0.e12|effect
DDI-DrugBank.d257.s0|DDI-DrugBank.d257.s0.e11|DDI-DrugBank.d257.s0.e12|effect
DDI-DrugBank.d257.s3|DDI-DrugBank.d257.s3.e0|DDI-DrugBank.d257.s3.e1|effect
DDI-DrugBank.d257.s3|DDI-DrugBank.d257.s3.e0|DDI-DrugBank.d257.s3.e2|effect
DDI-DrugBank.d257.s3|DDI-DrugBank.d257.s3.e1|DDI-DrugBank.d257.s3.e2|effect
DDI-DrugBank.d257.s4|DDI-DrugBank.d257.s4.e0|DDI-DrugBank.d257.s4.e1|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e0|DDI-DrugBank.d257.s6.e1|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e0|DDI-DrugBank.d257.s6.e2|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e0|DDI-DrugBank.d257.s6.e3|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e0|DDI-DrugBank.d257.s6.e4|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e0|DDI-DrugBank.d257.s6.e5|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e0|DDI-DrugBank.d257.s6.e6|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e0|DDI-DrugBank.d257.s6.e7|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e0|DDI-DrugBank.d257.s6.e8|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e1|DDI-DrugBank.d257.s6.e2|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e1|DDI-DrugBank.d257.s6.e3|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e1|DDI-DrugBank.d257.s6.e4|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e1|DDI-DrugBank.d257.s6.e5|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e1|DDI-DrugBank.d257.s6.e6|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e1|DDI-DrugBank.d257.s6.e7|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e1|DDI-DrugBank.d257.s6.e8|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e2|DDI-DrugBank.d257.s6.e3|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e2|DDI-DrugBank.d257.s6.e4|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e2|DDI-DrugBank.d257.s6.e5|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e2|DDI-DrugBank.d257.s6.e6|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e2|DDI-DrugBank.d257.s6.e7|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e2|DDI-DrugBank.d257.s6.e8|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e3|DDI-DrugBank.d257.s6.e4|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e3|DDI-DrugBank.d257.s6.e5|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e3|DDI-DrugBank.d257.s6.e6|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e3|DDI-DrugBank.d257.s6.e7|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e3|DDI-DrugBank.d257.s6.e8|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e4|DDI-DrugBank.d257.s6.e5|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e4|DDI-DrugBank.d257.s6.e6|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e4|DDI-DrugBank.d257.s6.e7|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e4|DDI-DrugBank.d257.s6.e8|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e5|DDI-DrugBank.d257.s6.e6|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e5|DDI-DrugBank.d257.s6.e7|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e5|DDI-DrugBank.d257.s6.e8|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e6|DDI-DrugBank.d257.s6.e7|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e6|DDI-DrugBank.d257.s6.e8|effect
DDI-DrugBank.d257.s6|DDI-DrugBank.d257.s6.e7|DDI-DrugBank.d257.s6.e8|effect
DDI-DrugBank.d257.s7|DDI-DrugBank.d257.s7.e0|DDI-DrugBank.d257.s7.e1|effect
DDI-DrugBank.d438.s5|DDI-DrugBank.d438.s5.e0|DDI-DrugBank.d438.s5.e1|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e0|DDI-DrugBank.d438.s7.e1|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e0|DDI-DrugBank.d438.s7.e2|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e0|DDI-DrugBank.d438.s7.e3|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e0|DDI-DrugBank.d438.s7.e4|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e0|DDI-DrugBank.d438.s7.e5|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e0|DDI-DrugBank.d438.s7.e6|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e1|DDI-DrugBank.d438.s7.e2|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e1|DDI-DrugBank.d438.s7.e3|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e1|DDI-DrugBank.d438.s7.e4|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e1|DDI-DrugBank.d438.s7.e5|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e1|DDI-DrugBank.d438.s7.e6|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e2|DDI-DrugBank.d438.s7.e3|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e2|DDI-DrugBank.d438.s7.e4|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e2|DDI-DrugBank.d438.s7.e5|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e2|DDI-DrugBank.d438.s7.e6|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e3|DDI-DrugBank.d438.s7.e4|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e3|DDI-DrugBank.d438.s7.e5|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e3|DDI-DrugBank.d438.s7.e6|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e4|DDI-DrugBank.d438.s7.e5|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e4|DDI-DrugBank.d438.s7.e6|effect
DDI-DrugBank.d438.s7|DDI-DrugBank.d438.s7.e5|DDI-DrugBank.d438.s7.e6|effect
DDI-DrugBank.d438.s8|DDI-DrugBank.d438.s8.e0|DDI-DrugBank.d438.s8.e1|effect
DDI-DrugBank.d438.s8|DDI-DrugBank.d438.s8.e0|DDI-DrugBank.d438.s8.e2|effect
DDI-DrugBank.d438.s8|DDI-DrugBank.d438.s8.e0|DDI-DrugBank.d438.s8.e3|effect
DDI-DrugBank.d438.s8|DDI-DrugBank.d438.s8.e1|DDI-DrugBank.d438.s8.e2|effect
DDI-DrugBank.d438.s8|DDI-DrugBank.d438.s8.e1|DDI-DrugBank.d438.s8.e3|effect
DDI-DrugBank.d438.s8|DDI-DrugBank.d438.s8.e2|DDI-DrugBank.d438.s8.e3|effect
DDI-DrugBank.d438.s10|DDI-DrugBank.d438.s10.e0|DDI-DrugBank.d438.s10.e1|effect
DDI-DrugBank.d438.s11|DDI-DrugBank.d438.s11.e0|DDI-DrugBank.d438.s11.e1|effect
DDI-DrugBank.d438.s11|DDI-DrugBank.d438.s11.e0|DDI-DrugBank.d438.s11.e2|effect
DDI-DrugBank.d438.s11|DDI-DrugBank.d438.s11.e1|DDI-DrugBank.d438.s11.e2|effect
DDI-DrugBank.d438.s12|DDI-DrugBank.d438.s12.e0|DDI-DrugBank.d438.s12.e1|effect
DDI-DrugBank.d438.s13|DDI-DrugBank.d438.s13.e0|DDI-DrugBank.d438.s13.e1|effect
DDI-DrugBank.d438.s13|DDI-DrugBank.d438.s13.e0|DDI-DrugBank.d438.s13.e2|effect
DDI-DrugBank.d438.s13|DDI-DrugBank.d438.s13.e1|DDI-DrugBank.d438.s13.e2|effect
DDI-DrugBank.d438.s15|DDI-DrugBank.d438.s15.e0|DDI-DrugBank.d438.s15.e1|effect
DDI-DrugBank.d438.s15|DDI-DrugBank.d438.s15.e0|DDI-DrugBank.d438.s15.e2|effect
DDI-DrugBank.d438.s15|DDI-DrugBank.d438.s15.e0|DDI-DrugBank.d438.s15.e3|effect
DDI-DrugBank.d438.s15|DDI-DrugBank.d438.s15.e1|DDI-DrugBank.d438.s15.e2|effect
DDI-DrugBank.d438.s15|DDI-DrugBank.d438.s15.e1|DDI-DrugBank.d438.s15.e3|effect
DDI-DrugBank.d438.s15|DDI-DrugBank.d438.s15.e2|DDI-DrugBank.d438.s15.e3|effect
DDI-DrugBank.d438.s16|DDI-DrugBank.d438.s16.e0|DDI-DrugBank.d438.s16.e1|effect
DDI-DrugBank.d438.s19|DDI-DrugBank.d438.s19.e0|DDI-DrugBank.d438.s19.e1|effect
DDI-DrugBank.d438.s22|DDI-DrugBank.d438.s22.e0|DDI-DrugBank.d438.s22.e1|effect
DDI-DrugBank.d438.s24|DDI-DrugBank.d438.s24.e0|DDI-DrugBank.d438.s24.e1|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e0|DDI-DrugBank.d438.s26.e1|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e0|DDI-DrugBank.d438.s26.e2|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e0|DDI-DrugBank.d438.s26.e3|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e0|DDI-DrugBank.d438.s26.e4|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e0|DDI-DrugBank.d438.s26.e5|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e1|DDI-DrugBank.d438.s26.e2|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e1|DDI-DrugBank.d438.s26.e3|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e1|DDI-DrugBank.d438.s26.e4|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e1|DDI-DrugBank.d438.s26.e5|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e2|DDI-DrugBank.d438.s26.e3|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e2|DDI-DrugBank.d438.s26.e4|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e2|DDI-DrugBank.d438.s26.e5|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e3|DDI-DrugBank.d438.s26.e4|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e3|DDI-DrugBank.d438.s26.e5|effect
DDI-DrugBank.d438.s26|DDI-DrugBank.d438.s26.e4|DDI-DrugBank.d438.s26.e5|effect
DDI-DrugBank.d438.s27|DDI-DrugBank.d438.s27.e0|DDI-DrugBank.d438.s27.e1|effect
DDI-DrugBank.d438.s27|DDI-DrugBank.d438.s27.e0|DDI-DrugBank.d438.s27.e2|effect
DDI-DrugBank.d438.s27|DDI-DrugBank.d438.s27.e1|DDI-DrugBank.d438.s27.e2|effect
DDI-DrugBank.d438.s29|DDI-DrugBank.d438.s29.e0|DDI-DrugBank.d438.s29.e1|effect
DDI-DrugBank.d438.s29|DDI-DrugBank.d438.s29.e0|DDI-DrugBank.d438.s29.e2|effect
DDI-DrugBank.d438.s29|DDI-DrugBank.d438.s29.e1|DDI-DrugBank.d438.s29.e2|effect
DDI-DrugBank.d438.s30|DDI-DrugBank.d438.s30.e0|DDI-DrugBank.d438.s30.e1|effect
DDI-DrugBank.d438.s31|DDI-DrugBank.d438.s31.e0|DDI-DrugBank.d438.s31.e1|effect
DDI-DrugBank.d438.s32|DDI-DrugBank.d438.s32.e0|DDI-DrugBank.d438.s32.e1|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e0|DDI-DrugBank.d438.s33.e1|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e0|DDI-DrugBank.d438.s33.e2|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e0|DDI-DrugBank.d438.s33.e3|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e0|DDI-DrugBank.d438.s33.e4|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e0|DDI-DrugBank.d438.s33.e5|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e1|DDI-DrugBank.d438.s33.e2|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e1|DDI-DrugBank.d438.s33.e3|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e1|DDI-DrugBank.d438.s33.e4|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e1|DDI-DrugBank.d438.s33.e5|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e2|DDI-DrugBank.d438.s33.e3|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e2|DDI-DrugBank.d438.s33.e4|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e2|DDI-DrugBank.d438.s33.e5|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e3|DDI-DrugBank.d438.s33.e4|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e3|DDI-DrugBank.d438.s33.e5|effect
DDI-DrugBank.d438.s33|DDI-DrugBank.d438.s33.e4|DDI-DrugBank.d438.s33.e5|effect
DDI-DrugBank.d438.s35|DDI-DrugBank.d438.s35.e0|DDI-DrugBank.d438.s35.e1|effect
DDI-DrugBank.d438.s37|DDI-DrugBank.d438.s37.e0|DDI-DrugBank.d438.s37.e1|effect
DDI-DrugBank.d438.s37|DDI-DrugBank.d438.s37.e0|DDI-DrugBank.d438.s37.e2|effect
DDI-DrugBank.d438.s37|DDI-DrugBank.d438.s37.e0|DDI-DrugBank.d438.s37.e3|effect
DDI-DrugBank.d438.s37|DDI-DrugBank.d438.s37.e1|DDI-DrugBank.d438.s37.e2|effect
DDI-DrugBank.d438.s37|DDI-DrugBank.d438.s37.e1|DDI-DrugBank.d438.s37.e3|effect
DDI-DrugBank.d438.s37|DDI-DrugBank.d438.s37.e2|DDI-DrugBank.d438.s37.e3|effect
DDI-DrugBank.d438.s38|DDI-DrugBank.d438.s38.e0|DDI-DrugBank.d438.s38.e1|effect
DDI-DrugBank.d438.s39|DDI-DrugBank.d438.s39.e0|DDI-DrugBank.d438.s39.e1|effect
DDI-DrugBank.d438.s40|DDI-DrugBank.d438.s40.e0|DDI-DrugBank.d438.s40.e1|effect
DDI-DrugBank.d438.s41|DDI-DrugBank.d438.s41.e0|DDI-DrugBank.d438.s41.e1|effect
DDI-DrugBank.d438.s42|DDI-DrugBank.d438.s42.e0|DDI-DrugBank.d438.s42.e1|effect
DDI-DrugBank.d438.s43|DDI-DrugBank.d438.s43.e0|DDI-DrugBank.d438.s43.e1|effect
DDI-MedLine.d116.s0|DDI-MedLine.d116.s0.e0|DDI-MedLine.d116.s0.e1|effect
DDI-MedLine.d116.s1|DDI-MedLine.d116.s1.e0|DDI-MedLine.d116.s1.e1|effect
DDI-MedLine.d116.s2|DDI-MedLine.d116.s2.e0|DDI-MedLine.d116.s2.e1|effect
DDI-MedLine.d116.s3|DDI-MedLine.d116.s3.e0|DDI-MedLine.d116.s3.e1|effect
DDI-MedLine.d116.s3|DDI-MedLine.d116.s3.e0|DDI-MedLine.d116.s3.e2|effect
DDI-MedLine.d116.s3|DDI-MedLine.d116.s3.e1|DDI-MedLine.d116.s3.e2|effect
DDI-MedLine.d116.s4|DDI-MedLine.d116.s4.e0|DDI-MedLine.d116.s4.e1|effect
DDI-MedLine.d116.s5|DDI-MedLine.d116.s5.e0|DDI-MedLine.d116.s5.e1|effect
DDI-MedLine.d116.s6|DDI-MedLine.d116.s6.e0|DDI-MedLine.d116.s6.e1|effect
DDI-MedLine.d116.s6|DDI-MedLine.d116.s6.e0|DDI-MedLine.d116.s6.e2|effect
DDI-MedLine.d116.s6|DDI-MedLine.d116.s6.e0|DDI-MedLine.d116.s6.e3|effect
DDI-MedLine.d116.s6|DDI-MedLine.d116.s6.e1|DDI-MedLine.d116.s6.e2|effect
DDI-MedLine.d116.s6|DDI-MedLine.d116.s6.e1|DDI-MedLine.d116.s6.e3|effect
DDI-MedLine.d116.s6|DDI-MedLine.d116.s6.e2|DDI-MedLine.d116.s6.e3|effect
DDI-MedLine.d194.s0|DDI-MedLine.d194.s0.e0|DDI-MedLine.d194.s0.e1|effect
